domain,email,source_url,source_type,source_kind,found_in,crawl_depth,confidence_score,confidence_label,reason_flags,sighting_count,verification_status,deliverability_confidence,resolved_company_domain,identity_confidence
copilot.bugbase.ai,queries@bugbase.ai,https://copilot.bugbase.ai/,httpx,site_page,cf_obfuscated,0,100,high,site_source|untyped_mailbox|domain_match_related|sightings_10|verified,10,verified,90,copilot.bugbase.ai,75
apps.apple.com,hello@moze.app,https://apps.apple.com/us/app/percento-net-worth-tracker/id1494319934,httpx,site_page,html,0,92,high,site_source|useful_mailbox|domain_mismatch|sightings_1|verified,1,verified,90,apps.apple.com,40
permit.io,help@permit.io,https://www.permit.io/producthunt,httpx,site_page,mailto,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_9|verified,9,verified,90,permit.io,90
laiew.com,,,,,,,0,reject,no_emails_found,0,unknown,0,laiew.com,0
picyard.in,picyardeditor@gmail.com,https://www.picyard.in/contact,httpx,site_page,cf_obfuscated,1,90,high,site_source|contact_page|untyped_mailbox|domain_mismatch|sightings_1|verified,1,verified,90,picyard.in,40
pxl.to,privacy@pxl.to,https://www.pxl.to/privacy,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,pxl.to,90
playcss.app,support@playcss.app,https://www.playcss.app/privacy-policy,httpx,site_page,cf_obfuscated,1,100,high,site_source|useful_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,playcss.app,90
plerdy.com,hello@plerdy.com,https://www.plerdy.com/privacy-policy/,httpx,site_page,cf_obfuscated,1,100,high,site_source|useful_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,plerdy.com,90
plutis.io,,,,,,,0,reject,no_emails_found,0,unknown,0,plutis.io,0
pocket.hansei.app,,,,,,,0,reject,no_emails_found,0,unknown,0,pocket.hansei.app,0
poised.com,security@poised.com,https://www.poised.com/privacy-security,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,poised.com,90
pop.work,,,,,,,0,reject,no_emails_found,0,unknown,0,pop.work,0
contra.com,hello@contra.com,https://contra.com/portfolios,httpx,site_page,mailto,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_7|verified,7,verified,90,contra.com,90
positivetomato.com,,,,,,,0,reject,no_emails_found,0,unknown,0,positivetomato.com,0
preloaderai.com,,,,,,,0,reject,no_emails_found,0,unknown,0,preloaderai.com,0
pascio.gumroad.com,,,,,,,0,reject,no_emails_found,0,unknown,0,pascio.gumroad.com,0
flowjam.com,adam@flowjam.com,https://www.flowjam.com/launch-videos,httpx,site_page,html,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_4|verified,4,verified,90,flowjam.com,90
logisparks.com,,,,,,,0,reject,no_emails_found,0,unknown,0,logisparks.com,0
productmindset.io,,,,,,,0,reject,no_emails_found,0,unknown,0,productmindset.io,0
punta.app,contact@punta.app,https://punta.app/about-us,httpx,site_page,html,1,100,high,site_source|useful_mailbox|domain_match_exact|sightings_4|verified,4,verified,90,punta.app,90
sedo.com,,,,,,,0,reject,no_emails_found,0,unknown,0,sedo.com,0
querio.ai,hello@querio.ai,https://querio.ai/,httpx,site_page,mailto,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_3|verified,3,verified,90,querio.ai,90
randomseed.co,,,,,,,0,reject,no_emails_found,0,unknown,0,randomseed.co,0
raynaui.com,teamraynaui@gmail.com,https://www.raynaui.com/,httpx,site_page,mailto,0,100,high,site_source|useful_mailbox|domain_mismatch|sightings_10|verified,10,verified,90,raynaui.com,40
reaction.ink,,,,,,,0,reject,no_emails_found,0,unknown,0,reaction.ink,0
micro.readme.com,,,,,,,0,reject,no_emails_found,0,unknown,0,micro.readme.com,0
recruitgenius.ai,hello@recruitgenius.ai,https://recruitgenius.ai/,httpx,site_page,cf_obfuscated,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_3|verified,3,verified,90,recruitgenius.ai,90
refff.co,,,,,,,0,reject,no_emails_found,0,unknown,0,refff.co,0
naden.co,,,,,,,0,reject,no_emails_found,0,unknown,0,naden.co,0
restimuli.com,,,,,,,0,reject,no_emails_found,0,unknown,0,restimuli.com,0
retool.com,support@retool.com,https://retool.com/ai,httpx,site_page,jsonld,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_7|verified,7,verified,90,retool.com,90
risecalendar.com,support@risecalendar.com,https://risecalendar.com/,httpx,site_page,cf_obfuscated,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_2|verified,2,verified,90,risecalendar.com,90
chromewebstore.google.com,google-translate-chrome-extension-owners@google.com,https://chromewebstore.google.com/detail/empty-title/,httpx,site_page,html,1,100,high,site_source|untyped_mailbox|domain_match_related|sightings_1|verified,1,verified,90,chromewebstore.google.com,75
rocketlane.com,care@rocketlane.com,https://rocketlane.com/,httpx,site_page,mailto,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_6|verified,6,verified,90,rocketlane.com,90
salesforge.ai,hey@salesforge.ai,https://www.salesforge.ai/about,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_4|verified,4,verified,90,salesforge.ai,90
scispot.com,teaminfo@scispot.io,https://www.scispot.com/legal/terms-of-use,httpx,site_page,html,1,92,high,site_source|useful_mailbox|domain_mismatch|sightings_1|verified,1,verified,90,scispot.com,40
deploy-home.scoutflo.com,,,,,,,0,reject,no_emails_found,0,unknown,0,deploy-home.scoutflo.com,0
second.dev,,,,,,,0,reject,no_emails_found,0,unknown,0,second.dev,0
sendit.arcana.network,,,,,,,0,reject,no_emails_found,0,unknown,0,sendit.arcana.network,0
conversion.ai,hiring@conversion.ai,https://conversion.ai/company,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,conversion.ai,90
shadergradient.co,,,,,,,0,reject,no_emails_found,0,unknown,0,shadergradient.co,0
shipfa.st,hello@shipfa.st,https://shipfa.st/,httpx,site_page,mailto,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_5|verified,5,verified,90,shipfa.st,90
shipfast.ai,,,,,,,0,reject,no_emails_found,0,unknown,0,shipfast.ai,0
thesamur.ai,support@thesamur.ai,https://www.thesamur.ai/contact-us,httpx,site_page,html,1,100,high,site_source|contact_page|useful_mailbox|domain_match_exact|sightings_3|verified,3,verified,90,thesamur.ai,90
shortwave.com,sales@shortwave.com,https://www.shortwave.com/#r,httpx,site_page,mailto,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,shortwave.com,90
marketplace.sleuth.io,,,,,,,0,reject,no_emails_found,0,unknown,0,marketplace.sleuth.io,0
snapy.ai,support@snapy.ai,https://snapy.ai/contact,httpx,site_page,mailto,1,100,high,site_source|contact_page|useful_mailbox|domain_match_exact|sightings_1|risky,1,risky,45,snapy.ai,90
snipo.io,hello@snipo.io,https://snipo.io/,httpx,site_page,mailto,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,snipo.io,90
solcial.io,,,,,,,0,reject,no_emails_found,0,unknown,0,solcial.io,0
solidroad.com,s@solidroad.com,https://www.solidroad.com/privacy-policy,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,solidroad.com,90
sonarlist.io,,,,,,,0,reject,no_emails_found,0,unknown,0,sonarlist.io,0
asomobile.net,team@asomobile.net,https://asomobile.net/en/,httpx,site_page,jsonld,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,asomobile.net,90
starvingrobots.com,support@starvingrobots.com,https://www.starvingrobots.com/,httpx,site_page,mailto,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_8|verified,8,verified,90,starvingrobots.com,90
steddy.health,,,,,,,0,reject,no_emails_found,0,unknown,0,steddy.health,0
stems.app,contact@stems.app,https://stems.app/,httpx,site_page,mailto,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,stems.app,90
stockinsights.ai,support@stockinsights.ai,https://www.stockinsights.ai/support,httpx,site_page,html,1,100,high,site_source|useful_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,stockinsights.ai,90
streamlinedpayments.com,invoice@streamlined.app,https://www.streamlinedpayments.com/platform/accounts-receivable,httpx,site_page,html,1,90,high,site_source|untyped_mailbox|domain_mismatch|sightings_3|verified,3,verified,90,streamlinedpayments.com,40
matthewnotion.gumroad.com,,,,,,,0,reject,no_emails_found,0,unknown,0,matthewnotion.gumroad.com,0
supademo.com,privacy@supademo.com,https://supademo.com/privacy-policy,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,supademo.com,90
usesuperflow.com,privacy@usesuperflow.com,https://usesuperflow.com/privacy,httpx,site_page,html,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,usesuperflow.com,90
supernotes.app,help@supernotes.app,https://supernotes.app/about/,httpx,site_page,cf_obfuscated,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_4|verified,4,verified,90,supernotes.app,90
suratfit.com,support@suratfit.com,https://suratfit.com/privacy-policy,httpx,site_page,html,1,98,high,site_source|useful_mailbox|domain_match_exact|sightings_2|risky,2,risky,45,suratfit.com,90
getillustrations.com,support@getillustrations.com,https://getillustrations.com/illustration-pack/surreality-abstract-illustrations,httpx,site_page,html,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_9|verified,9,verified,90,getillustrations.com,90
swallow.app,hi@swallow.app,https://www.swallow.app/faq,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,swallow.app,90
console.sweetspotgov.com,founders@sweetspot.so,https://console.sweetspotgov.com/,httpx,site_page,html,0,92,high,site_source|useful_mailbox|domain_mismatch|sightings_1|verified,1,verified,90,console.sweetspotgov.com,40
tabextend.com,info@tabextend.com,https://www.tabextend.com/,httpx,site_page,mailto,0,100,high,site_source|generic_mailbox|domain_match_exact|sightings_7|verified,7,verified,90,tabextend.com,90
takeascreen.com,,,,,,,0,reject,no_emails_found,0,unknown,0,takeascreen.com,0
gemoo.com,,,,,,,0,reject,no_emails_found,0,unknown,0,gemoo.com,0
tally.so,hello@tally.so,https://tally.so/,httpx,site_page,html,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,tally.so,90
bilendi-ux.com,contact@bilendi-ux.com,https://www.bilendi-ux.com/recruiting-platform,httpx,site_page,html,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,bilendi-ux.com,90
taskjungle.vercel.app,,,,,,,0,reject,no_emails_found,0,unknown,0,taskjungle.vercel.app,0
tastejury.com,,,,,,,0,reject,no_emails_found,0,unknown,0,tastejury.com,0
tempo.ms,,,,,,,0,reject,no_emails_found,0,unknown,0,tempo.ms,0
texts.run,,,,,,,0,reject,no_emails_found,0,unknown,0,texts.run,0
slite.com,hello@slite.com,https://slite.com/privacy,httpx,site_page,mailto,1,100,high,site_source|useful_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,slite.com,90
modernpilot.biz,,,,,,,0,reject,no_emails_found,0,unknown,0,modernpilot.biz,0
themultiverse.ai,info@themultiverse.ai,https://www.themultiverse.ai/,httpx,site_page,html,0,100,high,site_source|generic_mailbox|domain_match_exact|sightings_7|verified,7,verified,90,themultiverse.ai,90
personalbrandingplaybook.carrd.co,,,,,,,0,reject,no_emails_found,0,unknown,0,personalbrandingplaybook.carrd.co,0
popup-project.io,,,,,,,0,reject,no_emails_found,0,unknown,0,popup-project.io,0
thrivesparrow.com,support@thrivesparrow.com,https://www.thrivesparrow.com/,httpx,site_page,mailto,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,thrivesparrow.com,90
tiiny.host,,,,,,,0,reject,no_emails_found,0,unknown,0,tiiny.host,0
atom.com,,,,,,,0,reject,no_emails_found,0,unknown,0,atom.com,0
exploretock.com,,,,,,,0,reject,no_emails_found,0,unknown,0,exploretock.com,0
toolske.com,,,,,,,0,reject,no_emails_found,0,unknown,0,toolske.com,0
trickle.so,support@trickle.so,https://trickle.so/privacy,httpx,site_page,mailto,1,100,high,site_source|useful_mailbox|domain_match_exact|sightings_4|verified,4,verified,90,trickle.so,90
trieditapp.com,contact@trieditapp.com,https://www.trieditapp.com/,httpx,site_page,mailto,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,trieditapp.com,90
trustloop.co,,,,,,,0,reject,no_emails_found,0,unknown,0,trustloop.co,0
eyeballer.dev,,,,,,,0,reject,no_emails_found,0,unknown,0,eyeballer.dev,0
jordilabs.gumroad.com,,,,,,,0,reject,no_emails_found,0,unknown,0,jordilabs.gumroad.com,0
djokavex.gumroad.com,,,,,,,0,reject,no_emails_found,0,unknown,0,djokavex.gumroad.com,0
bigvu.tv,,,,,,,0,reject,no_emails_found,0,unknown,0,bigvu.tv,0
heyramzi.com,,,,,,,0,reject,no_emails_found,0,unknown,0,heyramzi.com,0
wedding-os.framer.ai,,,,,,,0,reject,no_emails_found,0,unknown,0,wedding-os.framer.ai,0
understand-better.com,,,,,,,0,reject,no_emails_found,0,unknown,0,understand-better.com,0
unispotted.app,stefano.tasinato2@gmail.com,https://www.unispotted.app/contacts,httpx,site_page,cf_obfuscated,1,98,high,site_source|contact_page|untyped_mailbox|domain_mismatch|sightings_3|verified,3,verified,90,unispotted.app,40
bzgapps.com,support@bzgapps.com,https://www.bzgapps.com/privacy,httpx,site_page,mailto,1,100,high,site_source|useful_mailbox|domain_match_exact|sightings_3|verified,3,verified,90,bzgapps.com,90
v0.app,studioneuwaes@gmail.com,https://v0.app/,httpx,site_page,html,0,86,high,site_source|untyped_mailbox|domain_mismatch|sightings_2|verified,2,verified,90,v0.app,40
val.town,hi@val.town,https://www.val.town/,httpx,site_page,mailto,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_8|verified,8,verified,90,val.town,90
valo.club,,,,,,,0,reject,no_emails_found,0,unknown,0,valo.club,0
yc.v.inc,,,,,,,0,reject,no_emails_found,0,unknown,0,yc.v.inc,0
labs.heygen.com,,,,,,,0,reject,no_emails_found,0,unknown,0,labs.heygen.com,0
lovexplorego.gumroad.com,,,,,,,0,reject,no_emails_found,0,unknown,0,lovexplorego.gumroad.com,0
virtualsapiens.co,sales@virtualsapiens.co,https://www.virtualsapiens.co/,httpx,site_page,jsonld,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,virtualsapiens.co,90
vite.dev,,,,,,,0,reject,no_emails_found,0,unknown,0,vite.dev,0
vidtoon.com,support@vidtoon.com,https://vidtoon.com/voicely/,httpx,site_page,jsonld,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_3|verified,3,verified,90,vidtoon.com,90
play.google.com,contact@dreamgames.com,https://play.google.com/store,httpx,site_page,html,1,92,high,site_source|useful_mailbox|domain_mismatch|sightings_1|verified,1,verified,90,play.google.com,40
w3.do,,,,,,,0,reject,no_emails_found,0,unknown,0,w3.do,0
wanderlous.com,,,,,,,0,reject,no_emails_found,0,unknown,0,wanderlous.com,0
game.caena.io,,,,,,,0,reject,no_emails_found,0,unknown,0,game.caena.io,0
atom.com,,,,,,,0,reject,no_emails_found,0,unknown,0,atom.com,0
worldofai.beehiiv.com,,,,,,,0,reject,no_emails_found,0,unknown,0,worldofai.beehiiv.com,0
writerzen.net,support@writerzen.net,https://writerzen.net/,httpx,site_page,cf_obfuscated,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,writerzen.net,90
wyloapp.com,support@wyloapp.com,https://www.wyloapp.com/,httpx,site_page,mailto,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_9|verified,9,verified,90,wyloapp.com,90
x2image.app,contact@mountainlabs.one,https://www.x2image.app/privacy,httpx,site_page,html,1,92,high,site_source|useful_mailbox|domain_mismatch|sightings_1|verified,1,verified,90,x2image.app,40
xtractly.io,,,,,,,0,reject,no_emails_found,0,unknown,0,xtractly.io,0
xuperauth.com,,,,,,,0,reject,no_emails_found,0,unknown,0,xuperauth.com,0
yarnit.app,hello@yarnit.app,https://www.yarnit.app/,httpx,site_page,jsonld,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,yarnit.app,90
youtab.ai,,,,,,,0,reject,no_emails_found,0,unknown,0,youtab.ai,0
news.zoom.us,,,,,,,0,reject,no_emails_found,0,unknown,0,news.zoom.us,0
gitstart.com,privacy@gitstart.com,https://gitstart.com/privacy-policy,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,gitstart.com,90
99booksstore.com,,,,,,,0,reject,no_emails_found,0,unknown,0,99booksstore.com,0
abboocandleco.com,,,,,,,0,reject,no_emails_found,0,unknown,0,abboocandleco.com,0
aegte.in,support@aegte.in,https://www.aegte.in/,httpx,site_page,mailto,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,aegte.in,90
amala.earth,,,,,,,0,reject,no_emails_found,0,unknown,0,amala.earth,0
andme.in,,,,,,,0,reject,no_emails_found,0,unknown,0,andme.in,0
angiehomes.co,customercare@angiehomes.co,https://angiehomes.co/,httpx,site_page,mailto,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,angiehomes.co,90
anveshan.farm,support@anveshan.farm,https://www.anveshan.farm/,httpx,site_page,mailto,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,anveshan.farm,90
astore.in,info@astore.in,https://www.astore.in/,httpx,site_page,html,0,100,high,site_source|generic_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,astore.in,90
nilkamalhomes.com,connect@nilkamalhomes.com,https://www.nilkamalhomes.com/,httpx,site_page,mailto,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,nilkamalhomes.com,90
avermedia.com,,,,,,,0,reject,no_emails_found,0,unknown,0,avermedia.com,0
backend.build.cashify.in,,,,,,,0,reject,no_emails_found,0,unknown,0,backend.build.cashify.in,0
bajaao.com,,,,,,,0,reject,no_emails_found,0,unknown,0,bajaao.com,0
believebrandco.com,info@believebrandco.com,https://believebrandco.com/,httpx,site_page,mailto,0,100,high,site_source|generic_mailbox|domain_match_exact|sightings_9|verified,9,verified,90,believebrandco.com,90
bellavitaorganic.com,shop@bellavitaorganic.com,https://bellavitaorganic.com/,httpx,site_page,html,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,bellavitaorganic.com,90
beminimalist.co,help@beminimalist.co,https://beminimalist.co/,httpx,site_page,mailto,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_9|verified,9,verified,90,beminimalist.co,90
bighaat.com,,,,,,,0,reject,no_emails_found,0,unknown,0,bighaat.com,0
bigsmall.in,support@bigsmall.in,https://www.bigsmall.in/,httpx,site_page,mailto,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,bigsmall.in,90
boat-lifestyle.com,info@imaginemarketingindia.com,https://www.boat-lifestyle.com/,httpx,site_page,html,0,100,high,site_source|generic_mailbox|domain_mismatch|sightings_10|verified,10,verified,90,boat-lifestyle.com,40
boheco.in,,,,,,,0,reject,no_emails_found,0,unknown,0,boheco.in,0
boheco.com,,,,,,,0,reject,no_emails_found,0,unknown,0,boheco.com,0
bombayshavingcompany.com,,,,,,,0,reject,no_emails_found,0,unknown,0,bombayshavingcompany.com,0
bookkish.com,info@bookkish.com,https://bookkish.com/,httpx,site_page,html,0,100,high,site_source|generic_mailbox|domain_match_exact|sightings_9|verified,9,verified,90,bookkish.com,90
bookstech.in,,,,,,,0,reject,no_emails_found,0,unknown,0,bookstech.in,0
goboult.co.in,support@boultaudio.com,https://goboult.co.in/,httpx,site_page,html,0,100,high,site_source|useful_mailbox|domain_mismatch|sightings_10|verified,10,verified,90,goboult.co.in,40
bummer.in,hello@bummer.in,https://bummer.in/pages/bundle-builder,httpx,site_page,html,1,100,high,site_source|useful_mailbox|domain_match_exact|sightings_4|verified,4,verified,90,bummer.in,90
bunai.com,orders@bunaai.com,https://www.bunai.com/,httpx,site_page,jsonld,0,98,high,site_source|untyped_mailbox|domain_mismatch|sightings_10|verified,10,verified,90,bunai.com,40
bunastudio.com,error-lite@duckduckgo.com,https://duckduckgo.com/html/?q=site%3Abunastudio.com+%22%40bunastudio.com%22,osint,search_snippet,snippet_regex,0,80,high,osint_source|untyped_mailbox|domain_mismatch|sightings_3|verified,3,verified,90,bunastudio.com,40
buywow.in,error-lite@duckduckgo.com,https://duckduckgo.com/html/?q=site%3Abuywow.in+%22%40buywow.in%22,osint,search_snippet,snippet_regex,0,80,high,osint_source|untyped_mailbox|domain_mismatch|sightings_3|verified,3,verified,90,buywow.in,40
byjus.com,error-lite@duckduckgo.com,https://duckduckgo.com/html/?q=site%3Abyjus.com+%22%40byjus.com%22,osint,search_snippet,snippet_regex,0,80,high,osint_source|untyped_mailbox|domain_mismatch|sightings_3|verified,3,verified,90,byjus.com,40
cakelinks.in,store@cakelinks.in,https://cakelinks.in/,httpx,site_page,html,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,cakelinks.in,90
campusshoes.com,customercare@campusshoes.com,https://www.campusshoes.com/,httpx,site_page,mailto,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,campusshoes.com,90
capesindia.com,hello@capesindia.com,https://www.capesindia.com/products/rear-lens-cap-skins,httpx,site_page,html,1,100,high,site_source|useful_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,capesindia.com,90
casestudio.in,error-lite@duckduckgo.com,https://duckduckgo.com/html/?q=site%3Acasestudio.in+%22%40casestudio.in%22,osint,search_snippet,snippet_regex,0,80,high,osint_source|untyped_mailbox|domain_mismatch|sightings_3|verified,3,verified,90,casestudio.in,40
cashify.in,grievanceofficer@cashify.in,https://www.cashify.in/,httpx,site_page,mailto,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,cashify.in,90
consciousfood.com,error-lite@duckduckgo.com,https://duckduckgo.com/html/?q=site%3Aconsciousfood.com+%22%40consciousfood.com%22,osint,search_snippet,snippet_regex,0,80,high,osint_source|untyped_mailbox|domain_mismatch|sightings_3|verified,3,verified,90,consciousfood.com,40
4rabetlogin.com,info@4rabetlogin.com,https://4rabetlogin.com/,httpx,site_page,html,0,100,high,site_source|generic_mailbox|domain_match_exact|sightings_10|risky,10,risky,45,4rabetlogin.com,90
coveritup.com,help@coveritup.in,https://coveritup.com/,httpx,site_page,jsonld,0,98,high,site_source|untyped_mailbox|domain_mismatch|sightings_10|verified,10,verified,90,coveritup.com,40
crossbeats.com,support@crossbeats.com,https://crossbeats.com/,httpx,site_page,html,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_2|verified,2,verified,90,crossbeats.com,90
curato.in,online@curato.in,https://curato.in/,httpx,site_page,html,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,curato.in,90
dermalogica.in,mohit.sineone@gmail.com,https://dermalogica.in/,httpx,site_page,html,0,98,high,site_source|untyped_mailbox|domain_mismatch|sightings_10|verified,10,verified,90,dermalogica.in,40
detec.in,sales@detec.in,https://detec.in/pages/faqs,httpx,site_page,html,1,100,high,site_source|useful_mailbox|domain_match_exact|sightings_3|verified,3,verified,90,detec.in,90
digibox.co.in,info@digibox.co.in,https://digibox.co.in/,httpx,site_page,mailto,0,100,high,site_source|generic_mailbox|domain_match_exact|sightings_7|verified,7,verified,90,digibox.co.in,90
dtc.boat-lifestyle.com,error-lite+9318@duckduckgo.com,https://duckduckgo.com/html/?q=site%3Adtc.boat-lifestyle.com+%22%40dtc.boat-lifestyle.com%22,osint,search_snippet,snippet_regex,0,80,high,osint_source|untyped_mailbox|domain_mismatch|sightings_3|verified,3,verified,90,dtc.boat-lifestyle.com,40
elanstore.in,orders@elanstore.in,https://elanstore.in/,httpx,site_page,mailto,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,elanstore.in,90
elegantautoretail.com,support@elegantautoretail.com,https://elegantautoretail.com/,httpx,site_page,mailto,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_9|verified,9,verified,90,elegantautoretail.com,90
ellipstore.com,error-lite+9318@duckduckgo.com,https://duckduckgo.com/html/?q=site%3Aellipstore.com+%22%40ellipstore.com%22,osint,search_snippet,snippet_regex,0,80,high,osint_source|untyped_mailbox|domain_mismatch|sightings_3|verified,3,verified,90,ellipstore.com,40
esahtea.com,info@esahtea.com,https://esahtea.com/,httpx,site_page,html,0,100,high,site_source|generic_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,esahtea.com,90
exclusivelane.com,,,,,,,0,reject,no_emails_found,0,unknown,0,exclusivelane.com,0
fabbox.in,support@fabbox.in,https://www.fabbox.in/,httpx,site_page,mailto,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,fabbox.in,90
fabriclore.com,hello@fabriclore.com,https://fabriclore.com/,httpx,site_page,mailto,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_9|verified,9,verified,90,fabriclore.com,90
fabricpandit.com,,,,,,,0,reject,no_emails_found,0,unknown,0,fabricpandit.com,0
fashionistamna.com,info@fashionistamna.com,https://www.fashionistamna.com/,httpx,site_page,mailto,0,100,high,site_source|generic_mailbox|domain_match_exact|sightings_9|risky,9,risky,45,fashionistamna.com,90
fireboltt.com,infocare@boltt.com,https://www.fireboltt.com/,httpx,site_page,jsonld,0,98,high,site_source|untyped_mailbox|domain_mismatch|sightings_10|verified,10,verified,90,fireboltt.com,40
fivedesignclient.in,,,,,,,0,reject,no_emails_found,0,unknown,0,fivedesignclient.in,0
frenchcrown.in,contact@frenchcrown.com,https://frenchcrown.in/,httpx,site_page,mailto,0,100,high,site_source|useful_mailbox|domain_mismatch|sightings_3|verified,3,verified,90,frenchcrown.in,40
fullyfilmy.in,,,,,,,0,reject,no_emails_found,0,unknown,0,fullyfilmy.in,0
giva.co,care@giva.co,https://www.giva.co/,httpx,site_page,jsonld,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,giva.co,90
glenindia.com,enquiry@glenindia.com,https://glenindia.com/,httpx,site_page,mailto,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified,1,verified,90,glenindia.com,90
gonoise.com,,,,,,,0,reject,no_emails_found,0,unknown,0,gonoise.com,0
gourmetgarden.in,,,,,,,0,reject,no_emails_found,0,unknown,0,gourmetgarden.in,0
guduchiayurveda.com,care@guduchiayurveda.com,https://guduchiayurveda.com/,httpx,site_page,jsonld,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,guduchiayurveda.com,90
gynoveda.com,care@gynoveda.com,https://shop.gynoveda.com/collections/fertility/,httpx,site_page,html,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_6|verified,6,verified,90,gynoveda.com,90
hammeronline.in,info@hammeronline.in,https://hammeronline.in/,httpx,site_page,mailto,0,100,high,site_source|generic_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,hammeronline.in,90
happilo.com,care@happilo.com,https://happilo.com/,httpx,site_page,jsonld,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_10|verified,10,verified,90,happilo.com,90
headphonezone.in,abc@xyz.com,https://www.headphonezone.in/,httpx,site_page,html,0,98,high,site_source|untyped_mailbox|domain_mismatch|sightings_10|verified,10,verified,90,headphonezone.in,40
