domain,receiver_email,email,notes,scrape_source
digitalnomadshq.com.au,hello@dnhq.com.au,hello@dnhq.com.au,score=100; band=tier_a; delivery=valid; source=https://digitalnomadshq.com.au/,site_page
bookstech.in,categories.romance@bookstech.in,categories.romance@bookstech.in,score=67; band=tier_c; delivery=valid; source=https://bookstech.in/,pattern_inferred
goboult.co.in,hello@goboult.co.in,hello@goboult.co.in,score=77; band=tier_c; delivery=valid; source=https://goboult.co.in/,pattern_inferred
bummer.in,hello@bummer.in,hello@bummer.in,score=100; band=tier_a; delivery=valid; source=https://bummer.in/pages/bundle-builder,site_page
bunai.com,hello@bunai.com,hello@bunai.com,score=77; band=tier_c; delivery=valid; source=https://www.bunai.com/,pattern_inferred
bunastudio.com,dear.misca@bunastudio.com,dear.misca@bunastudio.com,score=67; band=tier_c; delivery=valid; source=https://www.bunastudio.com/,pattern_inferred
byjus.com,hello@byjus.com,hello@byjus.com,score=77; band=tier_c; delivery=valid; source=https://byjus.com/,pattern_inferred
cakelinks.in,hello@cakelinks.in,hello@cakelinks.in,score=77; band=tier_c; delivery=valid; source=https://cakelinks.in/,pattern_inferred
campusshoes.com,hello@campusshoes.com,hello@campusshoes.com,score=77; band=tier_c; delivery=valid; source=https://www.campusshoes.com/,pattern_inferred
capesindia.com,hello@capesindia.com,hello@capesindia.com,score=100; band=tier_a; delivery=valid; source=https://www.capesindia.com/products/rear-lens-cap-skins,site_page
cashify.in,ceo@cashify.in,ceo@cashify.in,score=100; band=tier_a; delivery=valid; source=https://www.cashify.in/contact,site_page
consciousfood.com,hello@consciousfood.com,hello@consciousfood.com,score=77; band=tier_c; delivery=valid; source=https://www.consciousfood.com/,pattern_inferred
4rabetlogin.com,hello@4rabetlogin.com,hello@4rabetlogin.com,score=46; band=tier_c; delivery=unknown; source=https://4rabetlogin.com/,pattern_inferred
coveritup.com,hello@coveritup.com,hello@coveritup.com,score=77; band=tier_c; delivery=valid; source=https://coveritup.com/,pattern_inferred
crossbeats.com,hello@crossbeats.com,hello@crossbeats.com,score=77; band=tier_c; delivery=valid; source=https://crossbeats.com/,pattern_inferred
curato.in,hello@curato.in,hello@curato.in,score=77; band=tier_c; delivery=valid; source=https://curato.in/,pattern_inferred
dermalogica.in,hello@dermalogica.in,hello@dermalogica.in,score=77; band=tier_c; delivery=valid; source=https://dermalogica.in/,pattern_inferred
detec.in,sales@detec.in,sales@detec.in,score=100; band=tier_a; delivery=valid; source=https://detec.in/pages/faqs,site_page
digibox.co.in,hello@digibox.co.in,hello@digibox.co.in,score=77; band=tier_c; delivery=valid; source=https://digibox.co.in/,pattern_inferred
elanstore.in,hello@elanstore.in,hello@elanstore.in,score=77; band=tier_c; delivery=valid; source=https://elanstore.in/,pattern_inferred
elegantautoretail.com,hello@elegantautoretail.com,hello@elegantautoretail.com,score=77; band=tier_c; delivery=valid; source=https://elegantautoretail.com/,pattern_inferred
esahtea.com,hello@esahtea.com,hello@esahtea.com,score=77; band=tier_c; delivery=valid; source=https://esahtea.com/,pattern_inferred
exclusivelane.com,hello@exclusivelane.com,hello@exclusivelane.com,score=77; band=tier_c; delivery=valid; source=https://exclusivelane.com/,pattern_inferred
fabbox.in,hello@fabbox.in,hello@fabbox.in,score=77; band=tier_c; delivery=valid; source=https://www.fabbox.in/,pattern_inferred
fabriclore.com,hello@fabriclore.com,hello@fabriclore.com,score=100; band=tier_a; delivery=valid; source=https://fabriclore.com/,site_page
fabricpandit.com,hello@fabricpandit.com,hello@fabricpandit.com,score=77; band=tier_c; delivery=valid; source=https://fabricpandit.com/,pattern_inferred
fashionistamna.com,hello@fashionistamna.com,hello@fashionistamna.com,score=46; band=tier_c; delivery=unknown; source=https://www.fashionistamna.com/,pattern_inferred
fireboltt.com,hello@fireboltt.com,hello@fireboltt.com,score=46; band=tier_c; delivery=unknown; source=https://www.fireboltt.com/,pattern_inferred
frenchcrown.in,contact@frenchcrown.com,contact@frenchcrown.com,score=100; band=tier_a; delivery=valid; source=https://frenchcrown.in/,site_page
giva.co,hello@giva.co,hello@giva.co,score=77; band=tier_c; delivery=valid; source=https://www.giva.co/,pattern_inferred
glenindia.com,hello@glenindia.com,hello@glenindia.com,score=77; band=tier_c; delivery=valid; source=https://glenindia.com/,pattern_inferred
gonoise.com,amoled.watches@gonoise.com,amoled.watches@gonoise.com,score=67; band=tier_c; delivery=valid; source=https://www.gonoise.com/,pattern_inferred
guduchiayurveda.com,hello@guduchiayurveda.com,hello@guduchiayurveda.com,score=77; band=tier_c; delivery=valid; source=https://guduchiayurveda.com/,pattern_inferred
gynoveda.com,business@gynoveda.in,business@gynoveda.in,score=98; band=tier_a; delivery=valid; source=https://shop.gynoveda.com/products/fertility-support-ovulation-for-pregnancy,site_page
hammeronline.in,hello@hammeronline.in,hello@hammeronline.in,score=77; band=tier_c; delivery=valid; source=https://hammeronline.in/,pattern_inferred
happilo.com,hello@happilo.com,hello@happilo.com,score=77; band=tier_c; delivery=valid; source=https://happilo.com/,pattern_inferred
headphonezone.in,hello@headphonezone.in,hello@headphonezone.in,score=77; band=tier_c; delivery=valid; source=https://www.headphonezone.in/,pattern_inferred
headsupfortails.com,hello@headsupfortails.com,hello@headsupfortails.com,score=77; band=tier_c; delivery=valid; source=https://headsupfortails.com/,pattern_inferred
himalayawellness.in,hello@himalayawellness.in,hello@himalayawellness.in,score=77; band=tier_c; delivery=valid; source=https://himalayawellness.in/,pattern_inferred
houseofmasaba.com,hello@houseofmasaba.com,hello@houseofmasaba.com,score=77; band=tier_c; delivery=valid; source=https://www.houseofmasaba.com/,pattern_inferred
imagineonline.store,hello@imagineonline.store,hello@imagineonline.store,score=77; band=tier_c; delivery=valid; source=https://www.imagineonline.store/,pattern_inferred
indiahemporganics.com,hello@indiahemporganics.com,hello@indiahemporganics.com,score=77; band=tier_c; delivery=valid; source=https://indiahemporganics.com/,pattern_inferred
itokri.com,hello@itokri.com,hello@itokri.com,score=77; band=tier_c; delivery=valid; source=https://itokri.com/,pattern_inferred
jhajistore.com,hello@jhajistore.com,hello@jhajistore.com,score=77; band=tier_c; delivery=valid; source=https://www.jhajistore.com/,pattern_inferred
juicychemistry.com,sales@juicychemistry.com,sales@juicychemistry.com,score=100; band=tier_a; delivery=valid; source=https://juicychemistry.com/,site_page
kharakapas.com,hello@kharakapas.com,hello@kharakapas.com,score=100; band=tier_a; delivery=valid; source=https://kharakapas.com/,site_page
kidstudio.in,hello@kidstudio.in,hello@kidstudio.in,score=46; band=tier_c; delivery=unknown; source=https://kidstudio.in/,pattern_inferred
lakmeindia.com,hello@lakmeindia.com,hello@lakmeindia.com,score=77; band=tier_c; delivery=valid; source=https://www.lakmeindia.com/,pattern_inferred
libas.in,hello@libas.in,hello@libas.in,score=77; band=tier_c; delivery=valid; source=https://www.libas.in/,pattern_inferred
shopify.com,hello@shopify.com,hello@shopify.com,score=77; band=tier_c; delivery=valid; source=https://www.shopify.com/,pattern_inferred
livingwords.in,hello@livingwords.in,hello@livingwords.in,score=77; band=tier_c; delivery=valid; source=https://livingwords.in/,pattern_inferred
lotus.in,hello@lotus.in,hello@lotus.in,score=46; band=tier_c; delivery=unknown; source=https://www.lotus.in/,pattern_inferred
mcaffeine.com,hello@mcaffeine.com,hello@mcaffeine.com,score=77; band=tier_c; delivery=valid; source=https://www.mcaffeine.com/,pattern_inferred
motocentral.in,hello@motocentral.in,hello@motocentral.in,score=77; band=tier_c; delivery=valid; source=https://motocentral.in/,pattern_inferred
neemans.com,neemans.tracker@neemans.com,neemans.tracker@neemans.com,score=67; band=tier_c; delivery=valid; source=https://neemans.com/,pattern_inferred
nestasia.in,hello@nestasia.in,hello@nestasia.in,score=77; band=tier_c; delivery=valid; source=https://nestasia.in/,pattern_inferred
nestatoys.in,hello@nestatoys.in,hello@nestatoys.in,score=77; band=tier_c; delivery=valid; source=https://nestatoys.in/,pattern_inferred
nicobar.com,hello@nicobar.com,hello@nicobar.com,score=77; band=tier_c; delivery=valid; source=https://www.nicobar.com/,pattern_inferred
nurserylive.com,hello@nurserylive.com,hello@nurserylive.com,score=77; band=tier_c; delivery=valid; source=https://nurserylive.com/,pattern_inferred
oberlo.com,hello@oberlo.com,hello@oberlo.com,score=100; band=tier_a; delivery=valid; source=https://www.oberlo.com,site_page
okhai.org,hello@okhai.org,hello@okhai.org,score=77; band=tier_c; delivery=valid; source=https://okhai.org/,pattern_inferred
onezeros.in,hello@onezeros.in,hello@onezeros.in,score=77; band=tier_c; delivery=valid; source=https://www.onezeros.in/,pattern_inferred
oxiclear.com,hi@oxiclear.in,hi@oxiclear.in,score=100; band=tier_a; delivery=valid; source=https://www.oxiclear.com/pages/contact-us-1,site_page
oyehappy.com,hello@oyehappy.com,hello@oyehappy.com,score=77; band=tier_c; delivery=valid; source=https://www.oyehappy.com/,pattern_inferred
oziva.in,hello@oziva.in,hello@oziva.in,score=77; band=tier_c; delivery=valid; source=https://www.oziva.in/,pattern_inferred
zigly.com,hello@zigly.com,hello@zigly.com,score=77; band=tier_c; delivery=valid; source=https://zigly.com/,pattern_inferred
plumgoodness.com,hello@plumgoodness.com,hello@plumgoodness.com,score=100; band=tier_a; delivery=valid; source=https://plumgoodness.com/,site_page
popitout.in,hello@popitout.in,hello@popitout.in,score=77; band=tier_c; delivery=valid; source=https://popitout.in/,pattern_inferred
portronics.com,hello@portronics.com,hello@portronics.com,score=77; band=tier_c; delivery=valid; source=https://www.portronics.com/,pattern_inferred
ptron.in,hello@ptron.in,hello@ptron.in,score=77; band=tier_c; delivery=valid; source=https://ptron.in/,pattern_inferred
ragecoffee.com,hello@ragecoffee.com,hello@ragecoffee.com,score=77; band=tier_c; delivery=valid; source=https://ragecoffee.com/,pattern_inferred
rareplanet.com,hello@rareplanet.com,hello@rareplanet.com,score=77; band=tier_c; delivery=valid; source=https://rareplanet.com/,pattern_inferred
rasoishop.com,translation.engeneralbreadcrumbhome@rasoishop.com,translation.engeneralbreadcrumbhome@rasoishop.com,score=67; band=tier_c; delivery=valid; source=https://www.rasoishop.com/,pattern_inferred
reequil.com,hello@reequil.com,hello@reequil.com,score=77; band=tier_c; delivery=valid; source=https://www.reequil.com/,pattern_inferred
rynoxgear.com,contact@rynoxgears.com,contact@rynoxgears.com,score=100; band=tier_a; delivery=valid; source=https://rynoxgear.com/collections/gloves,site_page
saralhome.com,hello@saralhome.com,hello@saralhome.com,score=77; band=tier_c; delivery=valid; source=https://saralhome.com/,pattern_inferred
scitron.com,hello@scitron.com,hello@scitron.com,score=77; band=tier_c; delivery=valid; source=https://scitron.com/,pattern_inferred
shop.simon.com,simon.llc@shop.simon.com,simon.llc@shop.simon.com,score=36; band=tier_d; delivery=unknown; source=https://shop.simon.com/,pattern_inferred
skinelements.com,hello@skinelements.com,hello@skinelements.com,score=77; band=tier_c; delivery=valid; source=https://skinelements.com/,pattern_inferred
skinkraft.com,hello@skinkraft.com,hello@skinkraft.com,score=77; band=tier_c; delivery=valid; source=https://skinkraft.com/,pattern_inferred
sleepyowl.co,business@sleepyowl.co,business@sleepyowl.co,score=100; band=tier_a; delivery=valid; source=https://sleepyowl.co/pages/contact,site_page
studdmuffyn.com,hello@studdmuffyn.com,hello@studdmuffyn.com,score=77; band=tier_c; delivery=valid; source=https://studdmuffyn.com/,pattern_inferred
suhanipittie.com,hello@suhanipittie.com,hello@suhanipittie.com,score=77; band=tier_c; delivery=valid; source=https://suhanipittie.com/,pattern_inferred
supertails.com,hello@supertails.com,hello@supertails.com,score=77; band=tier_c; delivery=valid; source=https://supertails.com/,pattern_inferred
support.boat-lifestyle.com,hello@support.boat-lifestyle.com,hello@support.boat-lifestyle.com,score=46; band=tier_c; delivery=unknown; source=https://support.boat-lifestyle.com/,pattern_inferred
suta.in,hello@suta.in,hello@suta.in,score=77; band=tier_c; delivery=valid; source=https://suta.in/,pattern_inferred
swissbeauty.in,hello@swissbeauty.in,hello@swissbeauty.in,score=77; band=tier_c; delivery=valid; source=https://swissbeauty.in/,pattern_inferred
tableandtwist.in,hello@tableandtwist.in,hello@tableandtwist.in,score=46; band=tier_c; delivery=unknown; source=https://tableandtwist.in/,pattern_inferred
theartment.com,hello@theartment.com,hello@theartment.com,score=100; band=tier_a; delivery=valid; source=https://theartment.com/,site_page
theflexnest.com,hello@theflexnest.com,hello@theflexnest.com,score=77; band=tier_c; delivery=valid; source=https://www.theflexnest.com/,pattern_inferred
thejodilife.com,hello@thejodilife.com,hello@thejodilife.com,score=77; band=tier_c; delivery=valid; source=https://thejodilife.com/,pattern_inferred
thenestery.in,hello@thenestery.in,hello@thenestery.in,score=77; band=tier_c; delivery=valid; source=https://thenestery.in/,pattern_inferred
traya.health,hello@traya.health,hello@traya.health,score=77; band=tier_c; delivery=valid; source=https://traya.health/,pattern_inferred
truefrog.in,hello@truefrog.in,hello@truefrog.in,score=77; band=tier_c; delivery=valid; source=https://truefrog.in/,pattern_inferred
tsco.co.in,hello@tsco.co.in,hello@tsco.co.in,score=77; band=tier_c; delivery=valid; source=https://tsco.co.in/,pattern_inferred
twobrothersindiashop.com,hello@twobrothersindiashop.com,hello@twobrothersindiashop.com,score=46; band=tier_c; delivery=unknown; source=https://twobrothersindiashop.com/,pattern_inferred
urbanmonkey.com,hello@urbanmonkey.com,hello@urbanmonkey.com,score=100; band=tier_a; delivery=valid; source=https://www.urbanmonkey.com/,site_page
vashiisl.com,hello@vashiisl.com,hello@vashiisl.com,score=77; band=tier_c; delivery=valid; source=https://vashiisl.com/,pattern_inferred
vecras.com,hello@vecras.com,hello@vecras.com,score=77; band=tier_c; delivery=valid; source=https://vecras.com/,pattern_inferred
vedix.com,hello@vedix.com,hello@vedix.com,score=77; band=tier_c; delivery=valid; source=https://vedix.com/,pattern_inferred
veeba.in,hello@veeba.in,hello@veeba.in,score=100; band=tier_a; delivery=valid; source=https://veeba.in/,site_page
wallmantra.com,hello@allmantra.com,hello@allmantra.com,score=21; band=tier_d; delivery=unknown; source=https://wallmantra.com/,pattern_inferred
websource.co,hello@ebsource.co,hello@ebsource.co,score=21; band=tier_d; delivery=unknown; source=https://websource.co/,pattern_inferred
xyxxcrew.com,hello@xyxxcrew.com,hello@xyxxcrew.com,score=77; band=tier_c; delivery=valid; source=https://xyxxcrew.com/,pattern_inferred
yogabars.in,hello@yogabars.in,hello@yogabars.in,score=100; band=tier_a; delivery=valid; source=https://www.yogabars.in/,site_page
yourlibaas.com,hello@yourlibaas.com,hello@yourlibaas.com,score=77; band=tier_c; delivery=valid; source=https://www.yourlibaas.com/,pattern_inferred
10by10.io,hello@10by10.io,hello@10by10.io,score=77; band=tier_c; delivery=valid; source=https://www.10by10.io/,pattern_inferred
140proof.com,hello@140proof.com,hello@140proof.com,score=77; band=tier_c; delivery=valid; source=https://140proof.com/,pattern_inferred
15five.com,hello@15five.com,hello@15five.com,score=77; band=tier_c; delivery=valid; source=https://www.15five.com/,pattern_inferred
21tech.com,contact@21tech.com,contact@21tech.com,score=100; band=tier_a; delivery=valid; source=https://21tech.com/,site_page
23andme.com,hello@23andme.com,hello@23andme.com,score=77; band=tier_c; delivery=valid; source=https://23andme.com/,pattern_inferred
2600hz.com,contact@2600hz.com,contact@2600hz.com,score=100; band=tier_a; delivery=valid; source=https://www.2600hz.com/,site_page
redhat.com,hello@redhat.com,hello@redhat.com,score=77; band=tier_c; delivery=valid; source=https://www.redhat.com/en/technologies/jboss-middleware/3scale,pattern_inferred
80twenty.com,hello@80twenty.com,hello@80twenty.com,score=77; band=tier_c; delivery=valid; source=https://www.80twenty.com/,pattern_inferred
99designs.com,sales@99designs.com,sales@99designs.com,score=100; band=tier_a; delivery=valid; source=https://99designs.com/logo-design,site_page
goabstract.com,hello@goabstract.com,hello@goabstract.com,score=77; band=tier_c; delivery=valid; source=https://www.goabstract.com/,pattern_inferred
accenture.com,accenture.change@accenture.com,accenture.change@accenture.com,score=67; band=tier_c; delivery=valid; source=https://www.accenture.com/us-en,pattern_inferred
addepar.com,hello@addepar.com,hello@addepar.com,score=77; band=tier_c; delivery=valid; source=https://addepar.com/,pattern_inferred
