domain,receiver_email,email,notes,scrape_source
digitalnomadshq.com.au,hello@dnhq.com.au,hello@dnhq.com.au,score=100; band=tier_a; delivery=valid; source=https://digitalnomadshq.com.au/,site_page
exclusivelane.com,care@exclusivelane.com,care@exclusivelane.com,score=100; band=tier_a; delivery=valid; source=https://exclusivelane.com/collections/soup-bowls,site_page
fabbox.in,support@fabbox.in,support@fabbox.in,score=100; band=tier_a; delivery=valid; source=https://www.fabbox.in/,site_page
fabriclore.com,hello@fabriclore.com,hello@fabriclore.com,score=100; band=tier_a; delivery=valid; source=https://fabriclore.com/,site_page
fabricpandit.com,help@fabricpandit.com,help@fabricpandit.com,score=100; band=tier_a; delivery=valid; source=https://fabricpandit.com/pages/contact-us,site_page
fireboltt.com,infocare@boltt.com,infocare@boltt.com,score=98; band=tier_a; delivery=valid; source=https://www.fireboltt.com/,site_page
frenchcrown.in,contact@frenchcrown.com,contact@frenchcrown.com,score=100; band=tier_a; delivery=valid; source=https://frenchcrown.in/,site_page
giva.co,care@giva.co,care@giva.co,score=100; band=tier_a; delivery=valid; source=https://www.giva.co/,site_page
glenindia.com,enquiry@glenindia.com,enquiry@glenindia.com,score=100; band=tier_a; delivery=valid; source=https://glenindia.com/,site_page
guduchiayurveda.com,care@guduchiayurveda.com,care@guduchiayurveda.com,score=100; band=tier_a; delivery=valid; source=https://guduchiayurveda.com/,site_page
gynoveda.com,care@gynoveda.com,care@gynoveda.com,score=100; band=tier_a; delivery=valid; source=https://shop.gynoveda.com/collections/fertility/,site_page
hammeronline.in,info@hammeronline.in,info@hammeronline.in,score=100; band=tier_a; delivery=valid; source=https://hammeronline.in/,site_page
happilo.com,care@happilo.com,care@happilo.com,score=100; band=tier_a; delivery=valid; source=https://happilo.com/,site_page
headphonezone.in,abc@xyz.com,abc@xyz.com,score=98; band=tier_a; delivery=valid; source=https://www.headphonezone.in/,site_page
headsupfortails.com,orders@headsupfortails.com,orders@headsupfortails.com,score=100; band=tier_a; delivery=valid; source=https://headsupfortails.com/,site_page
himalayawellness.in,contactus@himalayawellness.com,contactus@himalayawellness.com,score=100; band=tier_a; delivery=valid; source=https://himalayawellness.in/,site_page
houseofmasaba.com,shoponline@houseofmasaba.com,shoponline@houseofmasaba.com,score=100; band=tier_a; delivery=valid; source=https://www.houseofmasaba.com/,site_page
imagineonline.store,imagineonline.store@ample.co.in,imagineonline.store@ample.co.in,score=98; band=tier_a; delivery=valid; source=https://www.imagineonline.store/,site_page
indiahemporganics.com,info@indiahemporganics.com,info@indiahemporganics.com,score=100; band=tier_a; delivery=valid; source=https://indiahemporganics.com/,site_page
itokri.com,helloji@itokri.com,helloji@itokri.com,score=100; band=tier_a; delivery=valid; source=https://itokri.com/,site_page
jhajistore.com,namaste@jhajistore.com,namaste@jhajistore.com,score=100; band=tier_a; delivery=valid; source=https://www.jhajistore.com/,site_page
juicychemistry.com,sales@juicychemistry.com,sales@juicychemistry.com,score=100; band=tier_a; delivery=valid; source=https://juicychemistry.com/,site_page
kharakapas.com,hello@kharakapas.com,hello@kharakapas.com,score=100; band=tier_a; delivery=valid; source=https://kharakapas.com/,site_page
kidstudio.in,phishing@irs.gov,phishing@irs.gov,score=98; band=tier_a; delivery=valid; source=https://kidstudio.in/2000-direct-deposits-in-january-2026-eligibility-timeline-and-beneficiary-guide/,site_page
lakmeindia.com,support@lakmeindia.com,support@lakmeindia.com,score=100; band=tier_a; delivery=valid; source=https://www.lakmeindia.com/,site_page
libas.in,care@libas.in,care@libas.in,score=100; band=tier_a; delivery=valid; source=https://www.libas.in/,site_page
shopify.com,plus@shopify.com,plus@shopify.com,score=100; band=tier_a; delivery=valid; source=https://www.shopify.com/sell,site_page
livingwords.in,care@livingwords.in,care@livingwords.in,score=100; band=tier_a; delivery=valid; source=https://livingwords.in/,site_page
lotus.in,care@lotusherbals.com,care@lotusherbals.com,score=98; band=tier_a; delivery=valid; source=https://www.lotus.in/,site_page
mcaffeine.com,woot@mcaffeine.com,woot@mcaffeine.com,score=100; band=tier_a; delivery=valid; source=https://www.mcaffeine.com/,site_page
motocentral.in,info@motocentral.in,info@motocentral.in,score=100; band=tier_a; delivery=valid; source=https://motocentral.in/,site_page
nestasia.in,info@nestasia.in,info@nestasia.in,score=100; band=tier_a; delivery=valid; source=https://nestasia.in/,site_page
nestatoys.in,info@nestatoys.in,info@nestatoys.in,score=100; band=tier_a; delivery=valid; source=https://nestatoys.in/,site_page
nicobar.com,care@nicobar.com,care@nicobar.com,score=100; band=tier_a; delivery=valid; source=https://www.nicobar.com/,site_page
nurserylive.com,care@nurserylive.com,care@nurserylive.com,score=100; band=tier_a; delivery=valid; source=https://nurserylive.com/,site_page
oberlo.com,hello@oberlo.com,hello@oberlo.com,score=100; band=tier_a; delivery=valid; source=https://www.oberlo.com,site_page
okhai.org,prakash@okhai.org,prakash@okhai.org,score=100; band=tier_a; delivery=valid; source=https://okhai.org/,site_page
onezeros.in,estore@onezeros.in,estore@onezeros.in,score=100; band=tier_a; delivery=valid; source=https://www.onezeros.in/,site_page
oxiclear.com,hi@oxiclear.in,hi@oxiclear.in,score=100; band=tier_a; delivery=valid; source=https://www.oxiclear.com/pages/contact-us-1,site_page
oyehappy.com,hello@oyehappy.com,hello@oyehappy.com,score=77; band=tier_c; delivery=valid; source=https://www.oyehappy.com/,pattern_inferred
oziva.in,community@oziva.in,community@oziva.in,score=100; band=tier_a; delivery=valid; source=https://www.oziva.in/,site_page
zigly.com,support@zigly.com,support@zigly.com,score=100; band=tier_a; delivery=valid; source=https://zigly.com/,site_page
plumgoodness.com,hello@plumgoodness.com,hello@plumgoodness.com,score=100; band=tier_a; delivery=valid; source=https://plumgoodness.com/,site_page
popitout.in,support@popitout.in,support@popitout.in,score=100; band=tier_a; delivery=valid; source=https://popitout.in/pages/privacy-policy,site_page
portronics.com,info@stagheaddesigns.com,info@stagheaddesigns.com,score=100; band=tier_a; delivery=valid; source=https://www.portronics.com/,site_page
ptron.in,support@ptron.in,support@ptron.in,score=100; band=tier_a; delivery=valid; source=https://ptron.in/products/ptron-playbuds-1-pro-tws-earbuds-black,site_page
ragecoffee.com,gifting@ragecoffee.com,gifting@ragecoffee.com,score=100; band=tier_a; delivery=valid; source=https://ragecoffee.com/collections/giftboxes,site_page
rareplanet.com,info@rareplanet.in,info@rareplanet.in,score=100; band=tier_a; delivery=valid; source=https://rareplanet.com/,site_page
reequil.com,help@reequil.com,help@reequil.com,score=100; band=tier_a; delivery=valid; source=https://www.reequil.com/,site_page
rynoxgear.com,contact@rynoxgears.com,contact@rynoxgears.com,score=100; band=tier_a; delivery=valid; source=https://rynoxgear.com/collections/gloves,site_page
saralhome.com,website@saralhome.com,website@saralhome.com,score=100; band=tier_a; delivery=valid; source=https://saralhome.com/,site_page
scitron.com,care@scitron.com,care@scitron.com,score=100; band=tier_a; delivery=valid; source=https://scitron.com/,site_page
skinelements.com,care@skinelements.in,care@skinelements.in,score=100; band=tier_a; delivery=valid; source=https://skinelements.com/pages/contact-us,site_page
skinkraft.com,support@skinkraft.com,support@skinkraft.com,score=100; band=tier_a; delivery=valid; source=https://skinkraft.com/,site_page
sleepyowl.co,help@sleepyowl.co,help@sleepyowl.co,score=100; band=tier_a; delivery=valid; source=https://sleepyowl.co/,site_page
studdmuffyn.com,info@stagheaddesigns.com,info@stagheaddesigns.com,score=100; band=tier_a; delivery=valid; source=https://studdmuffyn.com/,site_page
suhanipittie.com,shop@suhanipittie.com,shop@suhanipittie.com,score=100; band=tier_a; delivery=valid; source=https://suhanipittie.com/,site_page
supertails.com,support@supertails.com,support@supertails.com,score=100; band=tier_a; delivery=valid; source=https://supertails.com/,site_page
support.boat-lifestyle.com,info@imaginemarketingindia.com,info@imaginemarketingindia.com,score=100; band=tier_a; delivery=valid; source=https://support.boat-lifestyle.com/,site_page
suta.in,info@suta.in,info@suta.in,score=100; band=tier_a; delivery=valid; source=https://suta.in/,site_page
swissbeauty.in,support@gist-apps.com,support@gist-apps.com,score=100; band=tier_a; delivery=valid; source=https://swissbeauty.in/,site_page
tableandtwist.in,error-lite@duckduckgo.com,error-lite@duckduckgo.com,score=80; band=tier_b; delivery=valid; source=https://duckduckgo.com/html/?q=site%3Atableandtwist.in+%22%40tableandtwist.in%22,search_snippet
theartment.com,hello@theartment.com,hello@theartment.com,score=100; band=tier_a; delivery=valid; source=https://theartment.com/,site_page
theflexnest.com,orders@theflexnest.com,orders@theflexnest.com,score=100; band=tier_a; delivery=valid; source=https://www.theflexnest.com/,site_page
thejodilife.com,orders@thejodilife.com,orders@thejodilife.com,score=100; band=tier_a; delivery=valid; source=https://thejodilife.com/,site_page
thenestery.in,error-lite@duckduckgo.com,error-lite@duckduckgo.com,score=80; band=tier_b; delivery=valid; source=https://duckduckgo.com/html/?q=site%3Athenestery.in+%22%40thenestery.in%22,search_snippet
traya.health,customercare@traya.health,customercare@traya.health,score=100; band=tier_a; delivery=valid; source=https://traya.health/,site_page
truefrog.in,error-lite@duckduckgo.com,error-lite@duckduckgo.com,score=80; band=tier_b; delivery=valid; source=https://duckduckgo.com/html/?q=site%3Atruefrog.in+%22%40truefrog.in%22,search_snippet
tsco.co.in,error-lite@duckduckgo.com,error-lite@duckduckgo.com,score=80; band=tier_b; delivery=valid; source=https://duckduckgo.com/html/?q=site%3Atsco.co.in+%22%40tsco.co.in%22,search_snippet
twobrothersindiashop.com,info@twobrothersindia.com,info@twobrothersindia.com,score=100; band=tier_a; delivery=valid; source=https://twobrothersindiashop.com/,site_page
urbanmonkey.com,hello@urbanmonkey.com,hello@urbanmonkey.com,score=100; band=tier_a; delivery=valid; source=https://www.urbanmonkey.com/,site_page
vashiisl.com,error-lite@duckduckgo.com,error-lite@duckduckgo.com,score=80; band=tier_b; delivery=valid; source=https://duckduckgo.com/html/?q=site%3Avashiisl.com+%22%40vashiisl.com%22,search_snippet
vecras.com,support@vecras.com,support@vecras.com,score=100; band=tier_a; delivery=valid; source=https://vecras.com/,site_page
vedix.com,support@vedix.com,support@vedix.com,score=100; band=tier_a; delivery=valid; source=https://vedix.com/,site_page
veeba.in,hello@veeba.in,hello@veeba.in,score=100; band=tier_a; delivery=valid; source=https://veeba.in/,site_page
wallmantra.com,support@wallmantra.com,support@wallmantra.com,score=100; band=tier_a; delivery=valid; source=https://wallmantra.com/,site_page
websource.co,info@websource.co,info@websource.co,score=100; band=tier_a; delivery=valid; source=https://websource.co/,site_page
xyxxcrew.com,support@xyxxcrew.com,support@xyxxcrew.com,score=100; band=tier_a; delivery=valid; source=https://xyxxcrew.com/,site_page
yogabars.in,hello@yogabars.in,hello@yogabars.in,score=100; band=tier_a; delivery=valid; source=https://www.yogabars.in/,site_page
yourlibaas.com,care@yourlibaas.com,care@yourlibaas.com,score=100; band=tier_a; delivery=valid; source=https://www.yourlibaas.com/,site_page
10by10.io,support@10by10.io,support@10by10.io,score=100; band=tier_a; delivery=valid; source=https://www.10by10.io/,site_page
140proof.com,error-lite@duckduckgo.com,error-lite@duckduckgo.com,score=80; band=tier_b; delivery=valid; source=https://duckduckgo.com/html/?q=site%3A140proof.com+%22%40140proof.com%22,search_snippet
15five.com,privacy@15five.com,privacy@15five.com,score=100; band=tier_a; delivery=valid; source=https://www.15five.com/privacy,site_page
21tech.com,eam@21tech.com,eam@21tech.com,score=100; band=tier_a; delivery=valid; source=https://21tech.com/,site_page
23andme.com,error-lite@duckduckgo.com,error-lite@duckduckgo.com,score=80; band=tier_b; delivery=valid; source=https://duckduckgo.com/html/?q=site%3A23andme.com+%22%4023andme.com%22,search_snippet
2600hz.com,contact@2600hz.com,contact@2600hz.com,score=100; band=tier_a; delivery=valid; source=https://www.2600hz.com/,site_page
redhat.com,automotive-requests@redhat.com,automotive-requests@redhat.com,score=100; band=tier_a; delivery=valid; source=https://www.redhat.com/en/solutions/automotive,site_page
80twenty.com,info@80twenty.com,info@80twenty.com,score=100; band=tier_a; delivery=valid; source=https://www.80twenty.com/,site_page
99designs.com,pr@99designs.com,pr@99designs.com,score=100; band=tier_a; delivery=valid; source=https://99designs.com/about/contact,site_page
goabstract.com,info@abstract.com,info@abstract.com,score=100; band=tier_a; delivery=valid; source=https://www.goabstract.com/,site_page
addepar.com,privacy@addepar.com,privacy@addepar.com,score=100; band=tier_a; delivery=valid; source=https://addepar.com/legal/privacy-policy,site_page
