domain,email,source_url,source_type,source_kind,found_in,crawl_depth,confidence_score,confidence_label,reason_flags,sighting_count,verification_status,deliverability_confidence,resolved_company_domain,identity_confidence,delivery_state,confidence_band,finding_type
4rabetlogin.com,info@4rabetlogin.com,https://4rabetlogin.com/,httpx,site_page,html,0,95,high,site_source|generic_mailbox|domain_match_exact|sightings_10|risky|delivery_unknown|band:tier_b,10,risky,45,4rabetlogin.com,90,unknown,tier_b,observed
4rabetlogin.com,support@4rabet.com,https://4rabetlogin.com/support/,httpx,site_page,html,1,92,high,site_source|useful_mailbox|domain_mismatch|sightings_1|verified|band:tier_b,1,verified,90,4rabetlogin.com,40,valid,tier_b,observed
dtc.boat-lifestyle.com,,,,,,,0,reject,no_emails_found,0,unknown,0,dtc.boat-lifestyle.com,0,unknown,tier_d,
ellipstore.com,,,,,,,0,reject,no_emails_found,0,unknown,0,ellipstore.com,0,unknown,tier_d,
fivedesignclient.in,,,,,,,0,reject,no_emails_found,0,unknown,0,fivedesignclient.in,0,unknown,tier_d,
fullyfilmy.in,,,,,,,0,reject,no_emails_found,0,unknown,0,fullyfilmy.in,0,unknown,tier_d,
gourmetgarden.in,,,,,,,0,reject,no_emails_found,0,unknown,0,gourmetgarden.in,0,unknown,tier_d,
helmetdon.in,,,,,,,0,reject,no_emails_found,0,unknown,0,helmetdon.in,0,unknown,tier_d,
s3.itcstore.in,,,,,,,0,reject,no_emails_found,0,unknown,0,s3.itcstore.in,0,unknown,tier_d,
justherbs.in,,,,,,,0,reject,no_emails_found,0,unknown,0,justherbs.in,0,unknown,tier_d,
koovs.com,,,,,,,0,reject,no_emails_found,0,unknown,0,koovs.com,0,unknown,tier_d,
shopify.com,plus@shopify.com,https://www.shopify.com/sell,httpx,site_page,html,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_7|verified|band:tier_a,7,verified,90,shopify.com,90,valid,tier_a,observed
shopify.com,u003eplus@shopify.com,https://www.shopify.com/sell,httpx,site_page,html,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_7|verified|band:tier_a,7,verified,90,shopify.com,90,valid,tier_a,observed
lotus.in,care@lotusherbals.com,https://www.lotus.in/,httpx,site_page,jsonld,0,98,high,site_source|untyped_mailbox|domain_mismatch|sightings_25|verified|band:tier_a,25,verified,90,lotus.in,40,valid,tier_a,observed
lotus.in,vishal.singh@lotusherbals.com,https://www.lotus.in/,httpx,site_page,html,0,98,high,site_source|untyped_mailbox|domain_mismatch|sightings_25|verified|band:tier_a,25,verified,90,lotus.in,40,valid,tier_a,observed
masalatokri.com,,,,,,,0,reject,no_emails_found,0,unknown,0,masalatokri.com,0,unknown,tier_d,
mavshacklive.in,,,,,,,0,reject,no_emails_found,0,unknown,0,mavshacklive.in,0,unknown,tier_d,
mobiera.in,,,,,,,0,reject,no_emails_found,0,unknown,0,mobiera.in,0,unknown,tier_d,
nextstep.net.in,,,,,,,0,reject,no_emails_found,0,unknown,0,nextstep.net.in,0,unknown,tier_d,
oberlo.com,hello@oberlo.com,https://www.oberlo.com,httpx,site_page,mailto,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_2|verified|band:tier_a,2,verified,90,oberlo.com,90,valid,tier_a,observed
oberlo.com,billing@oberlo.com,https://www.oberlo.com/legal,httpx,site_page,html,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,oberlo.com,90,valid,tier_a,observed
organicglacier.in,,,,,,,0,reject,no_emails_found,0,unknown,0,organicglacier.in,0,unknown,tier_d,
oxiclear.com,hi@oxiclear.in,https://www.oxiclear.com/pages/contact-us-1,httpx,site_page,html,1,100,high,site_source|contact_page|untyped_mailbox|domain_mismatch|sightings_12|verified|band:tier_a,12,verified,90,oxiclear.com,40,valid,tier_a,observed
oxiclear.com,hello@oxiclear.com,https://www.oxiclear.com/,inferred,pattern_inferred,role_probe,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,oxiclear.com,90,valid,tier_c,inferred
zigly.com,support@zigly.com,https://zigly.com/,httpx,site_page,mailto,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_25|verified|band:tier_a,25,verified,90,zigly.com,90,valid,tier_a,observed
zigly.com,hello@zigly.com,https://zigly.com/,inferred,pattern_inferred,role_probe,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,zigly.com,90,valid,tier_c,inferred
printrash.in,error-lite@duckduckgo.com,https://duckduckgo.com/html/?q=%22%40printrash.in%22+%22contact%22,osint,search_snippet,snippet_regex,0,76,high,osint_source|untyped_mailbox|domain_mismatch|sightings_2|verified|band:tier_c,2,verified,90,printrash.in,40,valid,tier_c,observed
printrash.in,hello@printrash.in,https://printrash.in/,inferred,pattern_inferred,role_probe,0,46,low,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|risky|delivery_unknown|band:tier_c,1,risky,45,printrash.in,90,unknown,tier_c,inferred
rareplanet.com,info@rareplanet.in,https://rareplanet.com/,httpx,site_page,mailto,0,100,high,site_source|generic_mailbox|domain_mismatch|sightings_25|verified|band:tier_a,25,verified,90,rareplanet.com,40,valid,tier_a,observed
rareplanet.com,error-lite@duckduckgo.com,https://duckduckgo.com/html/?q=site%3Arareplanet.com+%22%40rareplanet.com%22,osint,search_snippet,snippet_regex,0,80,high,osint_source|untyped_mailbox|domain_mismatch|sightings_3|verified|band:tier_b,3,verified,90,rareplanet.com,40,valid,tier_b,observed
reequil.com,help@reequil.com,https://www.reequil.com/,httpx,site_page,mailto,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_25|verified|band:tier_a,25,verified,90,reequil.com,90,valid,tier_a,observed
reequil.com,care@reequil.com,https://www.reequil.com/,httpx,site_page,html,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_25|verified|band:tier_a,25,verified,90,reequil.com,90,valid,tier_a,observed
ribuy.in,error-lite@duckduckgo.com,https://duckduckgo.com/html/?q=site%3Aribuy.in+%22%40ribuy.in%22,osint,search_snippet,snippet_regex,0,80,high,osint_source|untyped_mailbox|domain_mismatch|sightings_3|verified|band:tier_b,3,verified,90,ribuy.in,40,valid,tier_b,observed
ribuy.in,hello@ribuy.in,https://ribuy.in/,inferred,pattern_inferred,role_probe,0,46,low,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|risky|delivery_unknown|band:tier_c,1,risky,45,ribuy.in,90,unknown,tier_c,inferred
rynoxgear.com,contact@rynoxgears.com,https://rynoxgear.com/collections/gloves,httpx,site_page,html,1,100,high,site_source|useful_mailbox|domain_mismatch|sightings_10|verified|band:tier_a,10,verified,90,rynoxgear.com,40,valid,tier_a,observed
rynoxgear.com,u003econtact@rynoxgears.com,https://rynoxgear.com/collections/jerseys,httpx,site_page,html,1,86,high,site_source|untyped_mailbox|domain_mismatch|sightings_2|verified|band:tier_b,2,verified,90,rynoxgear.com,40,valid,tier_b,observed
saralhome.com,website@saralhome.com,https://saralhome.com/,httpx,site_page,html,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_25|verified|band:tier_a,25,verified,90,saralhome.com,90,valid,tier_a,observed
saralhome.com,error-lite@duckduckgo.com,https://duckduckgo.com/html/?q=site%3Asaralhome.com+%22%40saralhome.com%22,osint,search_snippet,snippet_regex,0,80,high,osint_source|untyped_mailbox|domain_mismatch|sightings_3|verified|band:tier_b,3,verified,90,saralhome.com,40,valid,tier_b,observed
securebuy.in,error-lite@duckduckgo.com,https://duckduckgo.com/html/?q=site%3Asecurebuy.in+%22%40securebuy.in%22,osint,search_snippet,snippet_regex,0,80,high,osint_source|untyped_mailbox|domain_mismatch|sightings_3|verified|band:tier_b,3,verified,90,securebuy.in,40,valid,tier_b,observed
securebuy.in,hello@securebuy.in,https://securebuy.in/,inferred,pattern_inferred,role_probe,0,46,low,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|risky|delivery_unknown|band:tier_c,1,risky,45,securebuy.in,90,unknown,tier_c,inferred
shop.simon.com,error-lite@duckduckgo.com,https://duckduckgo.com/html/?q=site%3Ashop.simon.com+%22%40shop.simon.com%22,osint,search_snippet,snippet_regex,0,80,high,osint_source|untyped_mailbox|domain_mismatch|sightings_3|verified|band:tier_b,3,verified,90,shop.simon.com,40,valid,tier_b,observed
shop.simon.com,hello@shop.simon.com,https://shop.simon.com/,inferred,pattern_inferred,role_probe,0,46,low,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|risky|delivery_unknown|band:tier_c,1,risky,45,shop.simon.com,90,unknown,tier_c,inferred
skinelements.com,care@skinelements.in,https://skinelements.com/pages/contact-us,httpx,site_page,mailto,1,100,high,site_source|contact_page|untyped_mailbox|domain_mismatch|sightings_24|verified|band:tier_a,24,verified,90,skinelements.com,40,valid,tier_a,observed
skinelements.com,info@skinelements.in,https://skinelements.com/,httpx,site_page,mailto,0,100,high,site_source|generic_mailbox|domain_mismatch|sightings_24|verified|band:tier_a,24,verified,90,skinelements.com,40,valid,tier_a,observed
cashify.in,grievanceofficer@cashify.in,https://www.cashify.in/buy-refurbished-mobile-phones,httpx,site_page,mailto,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_25|verified|band:tier_a,25,verified,90,cashify.in,90,valid,tier_a,observed
cashify.in,support@cashify.in,https://www.cashify.in/contact,httpx,site_page,mailto,1,100,high,site_source|contact_page|useful_mailbox|domain_match_exact|sightings_2|verified|band:tier_a,2,verified,90,cashify.in,90,valid,tier_a,observed
redhat.com,automotive-requests@redhat.com,https://www.redhat.com/en/solutions/automotive,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,redhat.com,90,valid,tier_a,observed
redhat.com,error-lite@duckduckgo.com,https://duckduckgo.com/html/?q=site%3Aredhat.com+%22%40redhat.com%22,osint,search_snippet,snippet_regex,0,80,high,osint_source|untyped_mailbox|domain_mismatch|sightings_3|verified|band:tier_b,3,verified,90,redhat.com,40,valid,tier_b,observed
8tracks.com,error-lite@duckduckgo.com,https://duckduckgo.com/html/?q=site%3A8tracks.com+%22%408tracks.com%22,osint,search_snippet,snippet_regex,0,80,high,osint_source|untyped_mailbox|domain_mismatch|sightings_3|verified|band:tier_b,3,verified,90,8tracks.com,40,valid,tier_b,observed
8tracks.com,hello@8tracks.com,https://8tracks.com/,inferred,pattern_inferred,role_probe,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,8tracks.com,90,valid,tier_c,inferred
ablschools.com,error-lite@duckduckgo.com,https://duckduckgo.com/html/?q=site%3Aablschools.com+%22%40ablschools.com%22,osint,search_snippet,snippet_regex,0,80,high,osint_source|untyped_mailbox|domain_mismatch|sightings_3|verified|band:tier_b,3,verified,90,ablschools.com,40,valid,tier_b,observed
ablschools.com,hello@ablschools.com,https://ablschools.com/,inferred,pattern_inferred,role_probe,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,ablschools.com,90,valid,tier_c,inferred
accela.com,error-lite@duckduckgo.com,https://duckduckgo.com/html/?q=site%3Aaccela.com+%22%40accela.com%22,osint,search_snippet,snippet_regex,0,80,high,osint_source|untyped_mailbox|domain_mismatch|sightings_3|verified|band:tier_b,3,verified,90,accela.com,40,valid,tier_b,observed
accela.com,hello@accela.com,https://accela.com/,inferred,pattern_inferred,role_probe,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,accela.com,90,valid,tier_c,inferred
adeccogroup.com,globalprivacy@adeccogroup.com,https://www.adeccogroup.com/privacy-policy,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,adeccogroup.com,90,valid,tier_a,observed
adeccogroup.com,u003eglobalprivacy@adeccogroup.com,https://www.adeccogroup.com/privacy-policy,httpx,site_page,html,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,adeccogroup.com,90,valid,tier_a,observed
admitsee.com,info@admitsee.com,https://www.admitsee.com/contact,httpx,site_page,html,1,100,high,site_source|contact_page|generic_mailbox|domain_match_exact|sightings_6|verified|band:tier_a,6,verified,90,admitsee.com,90,valid,tier_a,observed
admitsee.com,error-lite@duckduckgo.com,https://duckduckgo.com/html/?q=site%3Aadmitsee.com+%22%40admitsee.com%22,osint,search_snippet,snippet_regex,0,80,high,osint_source|untyped_mailbox|domain_mismatch|sightings_3|verified|band:tier_b,3,verified,90,admitsee.com,40,valid,tier_b,observed
adobe.com,error-lite@duckduckgo.com,https://duckduckgo.com/html/?q=site%3Aadobe.com+%22%40adobe.com%22,osint,search_snippet,snippet_regex,0,80,high,osint_source|untyped_mailbox|domain_mismatch|sightings_3|verified|band:tier_b,3,verified,90,adobe.com,40,valid,tier_b,observed
adobe.com,hello@adobe.com,https://www.adobe.com/,inferred,pattern_inferred,role_probe,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,adobe.com,90,valid,tier_c,inferred
adroll.com,error-lite+9318@duckduckgo.com,https://duckduckgo.com/html/?q=site%3Aadroll.com+%22%40adroll.com%22,osint,search_snippet,snippet_regex,0,80,high,osint_source|untyped_mailbox|domain_mismatch|sightings_3|verified|band:tier_b,3,verified,90,adroll.com,40,valid,tier_b,observed
adroll.com,hello@adroll.com,https://www.adroll.com/,inferred,pattern_inferred,role_probe,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,adroll.com,90,valid,tier_c,inferred
adstage.io,error-lite+9318@duckduckgo.com,https://duckduckgo.com/html/?q=site%3Aadstage.io+%22%40adstage.io%22,osint,search_snippet,snippet_regex,0,80,high,osint_source|untyped_mailbox|domain_mismatch|sightings_3|verified|band:tier_b,3,verified,90,adstage.io,40,valid,tier_b,observed
adstage.io,hello@adstage.io,https://adstage.io/,inferred,pattern_inferred,role_probe,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,adstage.io,90,valid,tier_c,inferred
advent.com,info@advent.com,https://www.advent.com/about/partners/,httpx,site_page,mailto,1,100,high,site_source|generic_mailbox|domain_match_exact|sightings_2|verified|band:tier_a,2,verified,90,advent.com,90,valid,tier_a,observed
advent.com,hello@archlabs.com,https://www.advent.com/about/partners/,httpx,site_page,mailto,1,92,high,site_source|useful_mailbox|domain_mismatch|sightings_1|verified|band:tier_b,1,verified,90,advent.com,40,valid,tier_b,observed
adyen.com,ir@adyen.com,https://www.adyen.com/contact/sales,httpx,site_page,mailto,1,100,high,site_source|contact_page|untyped_mailbox|domain_match_exact|sightings_5|verified|band:tier_a,5,verified,90,adyen.com,90,valid,tier_a,observed
adyen.com,info@afca.org.au,https://www.adyen.com/contact/sales,httpx,site_page,mailto,1,100,high,site_source|contact_page|generic_mailbox|domain_mismatch|sightings_5|verified|band:tier_a,5,verified,90,adyen.com,40,valid,tier_a,observed
aerotek.com,accommodation@aerotek.com,https://www.aerotek.com/en/career-opportunities,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,aerotek.com,90,valid,tier_a,observed
aerotek.com,sabourdeau@aerotek.com,https://www.aerotek.com/en/about-us/news-and-events/news,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,aerotek.com,90,valid,tier_a,observed
aeye.ai,error-lite+9318@duckduckgo.com,https://duckduckgo.com/html/?q=site%3Aaeye.ai+%22%40aeye.ai%22,osint,search_snippet,snippet_regex,0,80,high,osint_source|untyped_mailbox|domain_mismatch|sightings_3|verified|band:tier_b,3,verified,90,aeye.ai,40,valid,tier_b,observed
aeye.ai,hello@aeye.ai,https://aeye.ai/,inferred,pattern_inferred,role_probe,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,aeye.ai,90,valid,tier_c,inferred
affinity.co,info@affinity.co,https://www.affinity.co/contact-us,httpx,site_page,mailto,1,100,high,site_source|contact_page|generic_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,affinity.co,90,valid,tier_a,observed
affinity.co,support@affinity.co,https://www.affinity.co/contact-us,httpx,site_page,mailto,1,100,high,site_source|contact_page|useful_mailbox|domain_match_exact|sightings_3|verified|band:tier_a,3,verified,90,affinity.co,90,valid,tier_a,observed
affirm.com,error-lite@duckduckgo.com,https://duckduckgo.com/html/?q=site%3Aaffirm.com+%22%40affirm.com%22,osint,search_snippet,snippet_regex,0,80,high,osint_source|untyped_mailbox|domain_mismatch|sightings_3|verified|band:tier_b,3,verified,90,affirm.com,40,valid,tier_b,observed
affirm.com,hello@affirm.com,https://www.affirm.com/,inferred,pattern_inferred,role_probe,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,affirm.com,90,valid,tier_c,inferred
aftercollege.com,error-lite@duckduckgo.com,https://duckduckgo.com/html/?q=site%3Aaftercollege.com+%22%40aftercollege.com%22,osint,search_snippet,snippet_regex,0,80,high,osint_source|untyped_mailbox|domain_mismatch|sightings_3|verified|band:tier_b,3,verified,90,aftercollege.com,40,valid,tier_b,observed
aftercollege.com,hello@aftercollege.com,https://www.aftercollege.com/,inferred,pattern_inferred,role_probe,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,aftercollege.com,90,valid,tier_c,inferred
airbnb.com,hello@airbnb.com,https://www.airbnb.com/,inferred,pattern_inferred,role_probe,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,airbnb.com,90,valid,tier_c,inferred
airbnb.com,contact@airbnb.com,https://www.airbnb.com/,inferred,pattern_inferred,role_probe,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,airbnb.com,90,valid,tier_c,inferred
airtable.com,sales@airtable.com,https://www.airtable.com/company/trust-and-security,httpx,site_page,mailto,1,100,high,site_source|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,airtable.com,90,valid,tier_a,observed
airtable.com,security@airtable.com,https://www.airtable.com/company/trust-and-security,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,airtable.com,90,valid,tier_a,observed
airware.com,,,,,,,0,reject,no_emails_found,0,unknown,0,airware.com,0,unknown,tier_d,
akqa.com,,,,,,,0,reject,no_emails_found,0,unknown,0,akqa.com,0,unknown,tier_d,
aktana.com,privacy@aktana.com,https://www.aktana.com/privacy/,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,aktana.com,90,valid,tier_a,observed
aktana.com,legal@aktana.com,https://www.aktana.com/terms/,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,aktana.com,90,valid,tier_a,observed
alation.com,contactsales@alation.com,https://www.alation.com/,httpx,site_page,html,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_25|verified|band:tier_a,25,verified,90,alation.com,90,valid,tier_a,observed
alation.com,hrwebrequest@alation.com,https://www.alation.com/,httpx,site_page,html,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_25|verified|band:tier_a,25,verified,90,alation.com,90,valid,tier_a,observed
algolia.com,pr@algolia.com,https://www.algolia.com/about/news,httpx,site_page,html,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,algolia.com,90,valid,tier_a,observed
algolia.com,algolia@pancomm.com,https://www.algolia.com/about/news,httpx,site_page,html,1,82,high,site_source|untyped_mailbox|domain_mismatch|sightings_1|verified|band:tier_b,1,verified,90,algolia.com,40,valid,tier_b,observed
business.att.com,office@hand.pdf,https://www.business.att.com/products/office-at-hand.html,httpx,site_page,html,1,51,medium,site_source|untyped_mailbox|domain_mismatch|sightings_1|risky|delivery_unknown|band:tier_d,1,risky,45,business.att.com,40,unknown,tier_d,observed
business.att.com,hello@business.att.com,https://www.business.att.com/portfolios/cybersecurity.html,inferred,pattern_inferred,role_probe,0,46,low,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|risky|delivery_unknown|band:tier_c,1,risky,45,business.att.com,90,unknown,tier_c,inferred
allbirds.com,help@allbirds.com,https://www.allbirds.com/,httpx,site_page,mailto,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_25|verified|band:tier_a,25,verified,90,allbirds.com,90,valid,tier_a,observed
allbirds.com,privacy@allbirds.com,https://www.allbirds.com/,httpx,site_page,mailto,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_25|verified|band:tier_a,25,verified,90,allbirds.com,90,valid,tier_a,observed
alloy.ai,,,,,,,0,reject,no_emails_found,0,unknown,0,alloy.ai,0,unknown,tier_d,
alpha-sense.com,support@alpha-sense.com,https://www.alpha-sense.com/contact/,httpx,site_page,mailto,1,100,high,site_source|contact_page|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,alpha-sense.com,90,valid,tier_a,observed
alpha-sense.com,media@alpha-sense.com,https://www.alpha-sense.com/contact/,httpx,site_page,mailto,1,100,high,site_source|contact_page|untyped_mailbox|domain_match_exact|sightings_2|verified|band:tier_a,2,verified,90,alpha-sense.com,90,valid,tier_a,observed
altschool.com,,,,,,,0,reject,no_emails_found,0,unknown,0,altschool.com,0,unknown,tier_d,
alwayshired.com,sales.services@alwayshired.com,https://alwayshired.com/,inferred,pattern_inferred,pattern_first_dot_last,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,alwayshired.com,90,valid,tier_c,inferred
alwayshired.com,salesservices@alwayshired.com,https://alwayshired.com/,inferred,pattern_inferred,pattern_concat,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,alwayshired.com,90,valid,tier_c,inferred
amazon.com,,,,,,,0,reject,no_emails_found,0,unknown,0,amazon.com,0,unknown,tier_d,
aws.training,,,,,,,0,reject,no_emails_found,0,unknown,0,aws.training,0,unknown,tier_d,
ambient.ai,sales@ambient.ai,https://www.ambient.ai/,httpx,site_page,jsonld,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_25|verified|band:tier_a,25,verified,90,ambient.ai,90,valid,tier_a,observed
ambient.ai,privacy@ambient.ai,https://www.ambient.ai/privacy-policy,httpx,site_page,jsonld,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,ambient.ai,90,valid,tier_a,observed
amd.com,,,,,,,0,reject,no_emails_found,0,unknown,0,amd.com,0,unknown,tier_d,
amplitude.com,sales@amplitude.com,https://amplitude.com/,httpx,site_page,jsonld,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_25|verified|band:tier_a,25,verified,90,amplitude.com,90,valid,tier_a,observed
amplitude.com,legal@amplitude.com,https://amplitude.com/legal,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_2|verified|band:tier_a,2,verified,90,amplitude.com,90,valid,tier_a,observed
anaplan.com,privacy@anaplan.com,https://www.anaplan.com/Privacy-Statement/,httpx,site_page,html,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,anaplan.com,90,valid,tier_a,observed
anaplan.com,security@anaplan.com,https://www.anaplan.com/Privacy-Statement/,httpx,site_page,html,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,anaplan.com,90,valid,tier_a,observed
angaza.com,esg@angaza.com,https://www.angaza.com/sustainability-commitment/,httpx,site_page,html,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,angaza.com,90,valid,tier_a,observed
angaza.com,security@angaza.com,https://www.angaza.com/security/,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,angaza.com,90,valid,tier_a,observed
wellfound.com,talent@wellfound.com,https://wellfound.com/recruit/overview,httpx,site_page,cf_obfuscated,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,wellfound.com,90,valid,tier_a,observed
wellfound.com,hello@ellfound.com,https://wellfound.com/,inferred,pattern_inferred,role_probe,0,21,reject,inferred_candidate|useful_mailbox|domain_mismatch|sightings_1|risky|delivery_unknown|band:tier_d,1,risky,45,wellfound.com,40,unknown,tier_d,inferred
anomali.com,recruiting@anomali.com,https://www.anomali.com/company/careers,httpx,site_page,html,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,anomali.com,90,valid,tier_a,observed
anomali.com,privacy@anomali.com,https://www.anomali.com/privacy-policy,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,anomali.com,90,valid,tier_a,observed
apollo.io,u003eprivacy@apollo.io,https://www.apollo.io/,httpx,site_page,html,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_2|verified|band:tier_a,2,verified,90,apollo.io,90,valid,tier_a,observed
apollo.io,u003esupport@apollo.io,https://www.apollo.io/,httpx,site_page,html,0,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_2|verified|band:tier_a,2,verified,90,apollo.io,90,valid,tier_a,observed
appacademy.io,admissions@appacademy.io,https://www.appacademy.io/contact-us/,httpx,site_page,html,1,100,high,site_source|contact_page|untyped_mailbox|domain_match_exact|sightings_4|verified|band:tier_a,4,verified,90,appacademy.io,90,valid,tier_a,observed
appacademy.io,privacy@appacademy.io,https://www.appacademy.io/privacy-policy,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_2|verified|band:tier_a,2,verified,90,appacademy.io,90,valid,tier_a,observed
data.ai,,,,,,,0,reject,no_emails_found,0,unknown,0,data.ai,0,unknown,tier_d,
appdirect.com,support@appdirect.com,https://www.appdirect.com/,httpx,site_page,jsonld,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_24|verified|band:tier_a,24,verified,90,appdirect.com,90,valid,tier_a,observed
appdirect.com,prforappdirect@bospar.com,https://www.appdirect.com/about/contact,httpx,site_page,mailto,1,100,high,site_source|contact_page|untyped_mailbox|domain_mismatch|sightings_4|verified|band:tier_a,4,verified,90,appdirect.com,40,valid,tier_a,observed
splunk.com,support@splunk.com,https://www.splunk.com/,httpx,site_page,jsonld,1,100,high,site_source|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,splunk.com,90,valid,tier_a,observed
splunk.com,hello@splunk.com,https://www.splunk.com/en_us/appdynamics-joins-splunk.html?301=appdynamics,inferred,pattern_inferred,role_probe,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,splunk.com,90,valid,tier_c,inferred
apple.com,media.help@apple.com,https://www.apple.com/leadership/,httpx,site_page,mailto,1,100,high,site_source|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,apple.com,90,valid,tier_a,observed
apple.com,hello@apple.com,https://www.apple.com/,inferred,pattern_inferred,role_probe,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,apple.com,90,valid,tier_c,inferred
appnexus.com,,,,,,,0,reject,no_emails_found,0,unknown,0,appnexus.com,0,unknown,tier_d,
